11.5642,9.4939
11.9308,10.0046
8.3790,7.2149
8.0937,7.0693
10.8953,7.2123
11.3993,10.4732
6.0218,4.8856
6.1973,4.0833
9.1044,7.5409
6.4376,4.6173
13.6548,11.6302
12.5385,10.4873
9.6814,7.1596
6.9645,6.1456
6.2143,4.4145
13.8116,12.1583
11.3634,7.3536
12.7398,10.9910
8.4846,6.6330
7.2575,5.7696
7.6949,8.0286
12.7121,10.4474
9.2569,8.2248
10.9695,10.3554
12.2516,11.9364
7.2768,5.1688
5.7162,5.9872
11.5948,8.9284
13.6526,10.4119
13.5842,12.9215
9.4145,7.2991
10.6897,9.3305
11.5970,10.8898
13.1217,12.7704
6.4602,5.4364
8.6529,7.1070
8.7538,7.0440
11.2603,9.5377
8.8236,8.5330
12.7230,8.8248
12.6224,10.4510
5.6318,5.5527
7.7158,7.3026
13.8166,10.0209
5.3206,5.5529
9.4315,8.0765
13.5714,10.6015
12.2952,9.3884
7.6490,5.8722
10.3661,8.5089
8.8806,8.5881
10.3316,7.8509
13.0438,9.8096
9.9862,7.5439
9.4358,7.7016
7.8734,4.6081
7.3703,7.5351
9.8805,8.4293
5.7404,5.5325
10.7207,9.6710
12.1676,10.4789
13.5927,11.2165
11.1616,8.1502
9.3946,7.5740
9.3687,7.8556
13.7002,12.1681
6.9021,6.8230
8.7048,8.6024
13.9070,10.8447
5.2557,4.3922
11.3119,9.9680
5.2265,4.4916
7.8879,7.9908
5.6617,4.5453
5.5480,6.0400
6.0027,4.8347
6.5234,5.0755
10.6492,7.6260
8.9455,8.4092
12.4781,11.9612
7.1581,6.9100
6.7105,5.4452
11.4071,10.4535
12.7247,10.1115
10.0315,9.7381
11.3398,7.7966
10.4460,8.5109
10.0330,6.9800
12.7435,10.3803
13.2778,10.1486
12.6465,10.6136
7.2902,6.8310
12.8980,10.9497
8.9162,7.9546
11.5654,9.5940
8.7138,8.3858
6.7175,6.8036
11.3542,8.2674
7.1657,7.1010
12.6619,11.6353
12.4169,11.5920
9.7269,8.5704
8.4771,5.9074
10.3179,9.6181
6.2377,5.0332
12.2744,10.7353
13.6924,9.3667
12.0182,10.9730
7.1540,6.9570
12.8053,13.0408
12.2730,11.7208
5.5731,4.5946
7.0811,7.6848
10.3072,7.3810
6.2374,9.1597
11.1060,12.5156
13.9297,12.6711
7.5718,5.5577
11.8482,10.2108
5.4187,5.3185
7.9928,7.1535
13.5010,12.1886
10.7287,10.1881
10.4166,8.3590
13.3537,11.4836
6.6351,5.5569
5.1604,4.6006
6.7106,6.3967
9.6968,6.3341
9.4624,8.1596
12.2044,12.1289
12.7349,10.4291
6.9166,4.9465
8.9354,6.9215
8.7946,8.1899
5.4925,2.8786
